state,county,trump votes,clinton votes,total votes,trump vote %,clinton vote %
alabama,Fayette,6712,1362,8074,83.13,16.87
alabama,Henry,5632,2292,7924,71.08,28.92
alabama,Hale,3173,4775,7948,39.92,60.08
alabama,Choctaw,4106,3109,7215,56.91,43.09
alabama,Lamar,5823,1036,6859,84.9,15.1
alabama,Lowndes,1751,4883,6634,26.39,73.61
alabama,Clay,5245,1237,6482,80.92,19.08
alabama,Cleburne,5764,684,6448,89.39,10.61
alabama,Conecuh,3420,3080,6500,52.62,47.38
alabama,Sumter,1581,4746,6327,24.99,75.01
alabama,Crenshaw,4513,1664,6177,73.06,26.94
alabama,Wilcox,1742,4339,6081,28.65,71.35
alabama,Perry,1407,3824,5231,26.9,73.1
alabama,Coosa,3381,1782,5163,65.49,34.51
alabama,Greene,838,4013,4851,17.27,82.73
alabama,Bullock,1140,3530,4670,24.41,75.59
arizona,Maricopa,747361,702907,1450268,51.53,48.47
arizona,Pima,167428,224661,392089,42.7,57.3
arizona,Pinal,72819,47892,120711,60.33,39.67
arizona,Yavapai,71330,35590,106920,66.71,33.29
arizona,Mohave,58282,17455,75737,76.95,23.05
arizona,Coconino,21108,32404,53512,39.45,60.55
arizona,Yuma,25165,24605,49770,50.56,49.44
arizona,Cochise,28092,17450,45542,61.68,38.32
arizona,Navajo,20577,16459,37036,55.56,44.44
arizona,Apache,8240,17083,25323,32.54,67.46
arizona,Gila,14182,7003,21185,66.94,33.06
arizona,Santa Cruz,3897,11690,15587,25.0,75.0
arizona,Graham,8025,3301,11326,70.85,29.15
arizona,La Paz,4003,1575,5578,71.76,28.24
arizona,Greenlee,1892,1092,2984,63.4,36.6
arkansas,Pulaski,61257,89574,150831,40.61,59.39
