state,county,trump votes,clinton votes,total votes,trump vote %,clinton vote %,electric vehicle %,population,voter turnout %
iowa,Appanoose,4033,1814,5847,68.98,31.02,0.4658385093167702,12505.0,46.75729708116753
iowa,Wright,3800,1896,5696,66.71,33.29,0.4974765681326604,12839.0,44.36482592102189
iowa,Hancock,3977,1587,5564,71.48,28.52,0.5137110194631358,10887.0,51.106824653256176
iowa,Union,3525,1922,5447,64.71,35.29,0.3191974464204286,12360.0,44.06957928802589
iowa,Winnebago,3447,1931,5378,64.09,35.91,0.5271289648277742,10602.0,50.726278060743255
iowa,Guthrie,3628,1732,5360,67.69,32.31,0.5981247979308115,10642.0,50.36647246758128
iowa,Mitchell,3190,1888,5078,62.82,37.18,0.3295750216825672,10644.0,47.7076287110109
iowa,Sac,3703,1270,4973,74.46,25.54,0.5990515017888344,9816.0,50.66218418907905
iowa,Calhoun,3468,1398,4866,71.27,28.73,0.5839157745731223,9811.0,49.59739068392621
iowa,Humboldt,3568,1252,4820,74.02,25.98,0.4567027849914928,9530.0,50.577124868835256
iowa,Montgomery,3436,1314,4750,72.34,27.66,0.426912568306011,10124.0,46.91821414460687
iowa,Louisa,3069,1648,4717,65.06,34.94,0.5897989699285596,11221.0,42.03725158185545
iowa,Keokuk,3390,1342,4732,71.64,28.36,0.3963808703145197,10170.0,46.52900688298918
iowa,Franklin,3163,1493,4656,67.93,32.07,0.4696468951121934,10177.0,45.75022108676427
iowa,Greene,2820,1691,4511,62.51,37.49,0.6602582775026701,9001.0,50.116653705143875
iowa,Emmet,3124,1357,4481,69.72,30.28,0.4531265733561574,9581.0,46.76964826218558
iowa,Palo Alto,3081,1398,4479,68.79,31.21,0.4059405940594059,9034.0,49.57936683639584
iowa,Monona,3120,1247,4367,71.44,28.56,0.3292021688613478,8786.0,49.70407466423856
iowa,Howard,2611,1677,4288,60.89,39.11,0.2482876712328766,9257.0,46.32170249540888
iowa,Clarke,2713,1465,4178,64.94,35.06,0.37772397094431,9288.0,44.98277347114556
iowa,Lucas,2877,1239,4116,69.9,30.1,0.4892266056000832,8555.0,48.11221507890123
iowa,Worth,2453,1530,3983,61.59,38.41,0.4722284686305374,7471.0,53.31280953018338
iowa,Davis,2723,977,3700,73.59,26.41,0.5002223210315695,8884.0,41.647906348491674
iowa,Monroe,2638,1056,3694,71.41,28.59,0.4750304506699148,7836.0,47.14139867279224
iowa,Pocahontas,2702,963,3665,73.72,26.28,0.3822372119168071,6854.0,53.472424861394806
iowa,Adair,2461,1133,3594,68.48,31.52,0.4353083434099153,7005.0,51.30620985010707
iowa,Decatur,2296,1201,3497,65.66,34.34,0.4539918060015503,8053.0,43.42481062957904
iowa,Ida,2655,792,3447,77.02,22.98,0.3218220076742171,6961.0,49.51874730642149
iowa,Fremont,2407,963,3370,71.42,28.58,0.4984802431610943,6947.0,48.51014826543832
iowa,Van Buren,2527,845,3372,74.94,25.06,0.4755728491137052,7241.0,46.5681535699489
iowa,Audubon,2136,1080,3216,66.42,33.58,0.4413062665489849,5626.0,57.16317099182368
iowa,Osceola,2531,552,3083,82.1,17.9,0.3562131798876559,6095.0,50.582444626743225
iowa,Taylor,2111,758,2869,73.58,26.42,0.291828793774319,6213.0,46.17737003058104
iowa,Wayne,2069,719,2788,74.21,25.79,0.2436926605504587,6447.0,43.24492011788429
iowa,Ringgold,1824,753,2577,70.78,29.22,0.2127659574468085,4985.0,51.6950852557673
iowa,Adams,1395,565,1960,71.17,28.83,0.4090816117815504,3692.0,53.08775731310943
kansas,Johnson,137490,129852,267342,51.43,48.57,2.0199485248054585,586015.0,45.62033395049615
kansas,Sedgwick,104353,69627,173980,59.98,40.02,0.9654536999233664,513092.0,33.908149025905686
kansas,Shawnee,35934,33926,69860,51.44,48.56,1.0766183111242358,178350.0,39.17017101205495
kansas,Douglas,14688,31195,45883,32.01,67.99,2.377156584407076,119662.0,38.343835135632034
kansas,Wyandotte,15806,30146,45952,34.4,65.6,0.7537722908093278,164785.0,27.886033316139212
kansas,Leavenworth,17638,10209,27847,63.34,36.66,1.0582886734509542,80244.0,34.702906136284334
kansas,Butler,19073,6573,25646,74.37,25.63,0.7062038472757418,66652.0,38.477465042309305
kansas,Reno,15513,6837,22350,69.41,30.59,0.6120913119826071,63184.0,35.37287920992656
kansas,Saline,13828,6317,20145,68.64,31.36,0.9193998927058477,54955.0,36.65726503502866
kansas,Riley,10107,9341,19448,51.97,48.03,1.4995821947198444,75172.0,25.871335071569202
kansas,Miami,10003,3991,13994,71.48,28.52,0.8543986801013493,32923.0,42.505239498223126
kansas,Harvey,8668,5068,13736,63.1,36.9,0.8597863921696962,34726.0,39.55537637505039
kansas,Crawford,8624,5199,13823,62.39,37.61,0.5897363198185427,39046.0,35.40183373456948
kansas,McPherson,8549,3226,11775,72.6,27.4,0.7568590350047304,28429.0,41.41897358331281
kansas,Cowley,8270,3551,11821,69.96,30.04,0.4782841185906957,35650.0,33.15848527349229
kansas,Lyon,6552,4649,11201,58.49,41.51,0.7632326703231348,33369.0,33.56708322095358
kansas,Montgomery,8679,2637,11316,76.7,23.3,0.6578307787031337,32859.0,34.43805350132384
kansas,Ellis,8466,2742,11208,75.54,24.46,0.716833221512059,28942.0,38.72572731670237
kansas,Franklin,7185,2892,10077,71.3,28.7,0.7104290991759022,25523.0,39.48203581083728
kansas,Pottawatomie,7612,2225,9837,77.38,22.62,0.7259669802115452,23605.0,41.67337428510909
kansas,Barton,7888,1839,9727,81.09,18.91,0.3602565026298724,26878.0,36.18944861968896
kansas,Finney,6350,3195,9545,66.53,33.47,0.3752504020540022,36885.0,25.877728073742713
kansas,Sumner,6984,2076,9060,77.09,22.91,0.4708798017348203,23183.0,39.080360609066986
kansas,Cherokee,6182,2005,8187,75.51,24.49,0.9030825891730994,20256.0,40.41765402843602
kansas,Jefferson,5213,2518,7731,67.43,32.57,0.7186216747009463,18824.0,41.069910752231195
kansas,Dickinson,6029,1609,7638,78.93,21.07,0.5940226471134212,18956.0,40.29331082506858
kansas,Labette,5335,2291,7626,69.96,30.04,0.5482243353386377,20313.0,37.54246049328017
kansas,Ford,5114,2149,7263,70.41,29.59,0.5093209054593875,34552.0,21.02049085436444
kansas,Geary,4274,2722,6996,61.09,38.91,0.7551332088919056,35223.0,19.86202197427817
kansas,Osage,4826,1753,6579,73.35,26.65,0.4958067408618598,15811.0,41.610271330086654
kansas,Atchison,4049,1989,6038,67.06,32.94,0.5183967631811859,16376.0,36.87103077674646
kansas,Neosho,4431,1501,5932,74.7,25.3,0.5057669771171284,16127.0,36.783034662367456
kansas,Bourbon,4424,1336,5760,76.81,23.19,0.7629914764916139,14624.0,39.38730853391685
kansas,Jackson,3939,1512,5451,72.26,27.74,0.4584644861092103,13270.0,41.077618688771665
kansas,Marion,4003,1204,5207,76.88,23.12,0.3970545769563962,12017.0,43.33028210035783
kansas,Allen,3651,1433,5084,71.81,28.19,0.4246126340882001,12670.0,40.126282557221785
kansas,Nemaha,4124,725,4849,85.05,14.95,0.2553752368399374,10089.0,48.06224601050649
kansas,Seward,3159,1628,4787,65.99,34.01,0.3986303470128277,22897.0,20.906668995938333
kansas,Marshall,3307,1072,4379,75.52,24.48,0.241254523522316,9789.0,44.7338849729288
kansas,Linn,3484,736,4220,82.56,17.44,0.4471309099942038,9606.0,43.93087653549865
kansas,Coffey,3050,727,3777,80.75,19.25,0.6867263034245956,8339.0,45.29320062357597
kansas,Brown,2906,863,3769,77.1,22.9,0.4532420682638053,9641.0,39.09345503578467
kansas,Cloud,2919,761,3680,79.32,20.68,0.3764753764753765,9070.0,40.57331863285557
kansas,Pratt,2838,771,3609,78.64,21.36,0.523407967432393,9557.0,37.76289630637229
kansas,Clay,2891,677,3568,81.03,18.97,0.363753075853215,8105.0,44.022208513263415
kansas,Rice,2837,695,3532,80.32,19.68,0.5039459922030998,9782.0,36.1071355551012
kansas,Wilson,2788,594,3382,82.44,17.56,0.5090553108174254,8698.0,38.88250172453437
kansas,Thomas,2908,473,3381,86.01,13.99,0.4899231711390713,7847.0,43.08652988403212
kansas,Wabaunsee,2372,776,3148,75.35,24.65,0.3485254691689008,6884.0,45.72922719349216
kansas,Doniphan,2606,587,3193,81.62,18.38,0.3629324945560125,7718.0,41.37082145633584
kansas,Anderson,2435,672,3107,78.37,21.63,0.5119643850862549,7812.0,39.77214541730671
kansas,Kingman,2530,599,3129,80.86,19.14,0.4060455673358899,7417.0,42.18686800593232
kansas,Russell,2574,461,3035,84.81,15.19,0.3888686353141329,7007.0,43.31382902811474
kansas,Mitchell,2308,477,2785,82.87,17.13,0.3579804962350327,6207.0,44.868696632833895
kansas,Ottawa,2283,424,2707,84.34,15.66,0.4910213243546577,5905.0,45.84250635055038
kansas,Greenwood,2160,485,2645,81.66,18.34,0.3801317790167258,6112.0,43.27552356020942
kansas,Washington,2194,387,2581,85.01,14.99,0.2294747577766446,5564.0,46.387491013659236
kansas,Ellsworth,1969,521,2490,79.08,20.92,0.5333717745423094,6302.0,39.51126626467788
kansas,Phillips,2233,300,2533,88.16,11.84,0.2012072434607646,5402.0,46.89004072565716
kansas,Pawnee,1904,579,2483,76.68,23.32,0.3911138923654568,6719.0,36.95490400357196
kansas,Morris,1820,601,2421,75.18,24.82,0.5871990604815033,5558.0,43.55883411299028
kansas,Sherman,2089,347,2436,85.76,14.24,0.3565062388591801,5955.0,40.90680100755667
kansas,Harper,1996,393,2389,83.55,16.45,0.3432003432003432,5667.0,42.15634374448562
kansas,Republic,2024,375,2399,84.37,15.63,0.2277163305139883,4659.0,51.49173642412534
kansas,Rooks,2031,275,2306,88.07,11.93,0.3177966101694915,5118.0,45.05666275889019
kansas,Grant,1804,441,2245,80.36,19.64,0.3878393594395096,7675.0,29.250814332247554
kansas,Barber,1850,286,2136,86.61,13.39,0.3219247712639783,4673.0,45.70939439332335
kansas,Norton,1840,281,2121,86.75,13.25,0.2646326276463263,5491.0,38.62684392642506
kansas,Scott,1865,236,2101,88.77,11.23,0.2056962025316455,4979.0,42.19722835910825
kansas,Gray,1698,263,1961,86.59,13.41,0.421274354923644,6031.0,32.515337423312886
kansas,Smith,1661,297,1958,84.83,15.17,0.1831129196337741,3656.0,53.55579868708972
kansas,Stafford,1490,304,1794,83.05,16.95,0.3025718608169441,4186.0,42.857142857142854
kansas,Stevens,1599,220,1819,87.91,12.09,0.3077919974080673,5653.0,32.17760481160446
kansas,Osborne,1460,233,1693,86.24,13.76,0.1363724917202415,3588.0,47.1850613154961
kansas,Meade,1415,210,1625,87.08,12.92,0.5327545382794001,4236.0,38.361661945231354
kansas,Rush,1197,233,1430,83.71,16.29,0.3073286052009455,3054.0,46.82383759004584
kansas,Jewell,1223,180,1403,87.17,12.83,0.2651880424300868,2880.0,48.71527777777778
kansas,Trego,1227,198,1425,86.11,13.89,0.3751875937968985,2852.0,49.96493688639551
kansas,Chautauqua,1236,197,1433,86.25,13.75,0.3806416530723219,3360.0,42.648809523809526
kansas,Rawlins,1220,163,1383,88.21,11.79,0.1481920569057498,2500.0,55.32
kansas,Lincoln,1179,215,1394,84.58,15.42,0.3298655163664045,3077.0,45.30386740331492
kansas,Ness,1228,162,1390,88.35,11.65,0.1887583892617449,2957.0,47.00710179235712
kansas,Decatur,1210,178,1388,87.18,12.82,0.2257902659307576,2828.0,49.08062234794908
kansas,Woodson,1082,273,1355,79.85,20.15,0.1792573623559539,3189.0,42.489808717466296
kansas,Cheyenne,1173,181,1354,86.63,13.37,0.3144654088050315,2667.0,50.76865391826022
kansas,Sheridan,1197,127,1324,90.41,9.59,0.1416831963729102,2485.0,53.27967806841046
kansas,Chase,969,316,1285,75.41,24.59,0.3862246540070808,2632.0,48.82218844984803
kansas,Logan,1132,149,1281,88.37,11.63,0.2513136851724926,2818.0,45.45777146912704
kansas,Haskell,1040,245,1285,80.93,19.07,0.326512842838485,4026.0,31.91753601589667
kansas,Gove,1140,149,1289,88.44,11.56,0.4873294346978557,2622.0,49.160945842868045
kansas,Edwards,1037,212,1249,83.03,16.97,0.3525560312263913,2899.0,43.08382200758882
kansas,Kearny,1075,174,1249,86.07,13.93,0.3422313483915126,3890.0,32.10796915167095
kansas,Graham,1025,188,1213,84.5,15.5,0.3321339606974813,2562.0,47.34582357533178
kansas,Elk,1048,160,1208,86.75,13.25,0.3467591357695385,2511.0,48.108323377140586
kansas,Morton,995,147,1142,87.13,12.87,0.4017139796464917,2790.0,40.93189964157706
kansas,Kiowa,900,114,1014,88.76,11.24,0.4408060453400503,2507.0,40.44674910251296
kansas,Hodgeman,855,124,979,87.33,12.67,0.258493353028065,1851.0,52.89032955159373
kansas,Clark,825,120,945,87.3,12.7,0.4756242568370986,2065.0,45.76271186440678
kansas,Wichita,769,140,909,84.6,15.4,0.1109467455621301,2131.0,42.65603003284843
kansas,Hamilton,705,121,826,85.35,14.65,0.1471020888496616,2634.0,31.359149582384205
kansas,Lane,718,106,824,87.14,12.86,0.1196649381731152,1593.0,51.726302573760194
kansas,Comanche,715,102,817,87.52,12.48,0.1691331923890063,1838.0,44.45048966267682
kansas,Wallace,721,46,767,94.0,6.0,0.2145002145002144,1502.0,51.06524633821571
kansas,Greeley,534,83,617,86.55,13.45,0.44004400440044,1277.0,48.31636648394675
kansas,Stanton,492,115,607,81.05,18.95,0.7477371113734749,2105.0,28.836104513064132
kentucky,Jefferson,143768,190836,334604,42.97,57.03,1.1695998588033585,767464.0,43.598657396307836
kentucky,Fayette,56894,69778,126672,44.91,55.09,1.6889624533188403,319644.0,39.62908735968765
kentucky,Kenton,42958,24214,67172,63.95,36.05,1.324941015531936,164962.0,40.7196808962064
kentucky,Boone,39082,15026,54108,72.23,27.77,1.2946326137988244,129503.0,41.78127147633646
kentucky,Warren,28673,16966,45639,62.83,37.17,1.0028791714169776,126419.0,36.10137716640695
kentucky,Daviess,28907,14163,43070,67.12,32.88,0.6934457116737461,100032.0,43.056222008957135
kentucky,Hardin,26971,13944,40915,65.92,34.08,0.7638347622759158,106964.0,38.251187315358436
kentucky,Campbell,25050,14658,39708,63.09,36.91,1.1592728441005595,92257.0,43.04063648286851
kentucky,Madison,23431,11793,35224,66.52,33.48,1.1495948918817405,89532.0,39.342358039583615
kentucky,Bullitt,26210,8255,34465,76.05,23.95,0.5784730881464436,79222.0,43.504329605412636
kentucky,Oldham,20469,10268,30737,66.59,33.41,1.3813435188103758,65410.0,46.991285736125974
kentucky,McCracken,20774,9134,29908,69.46,30.54,0.8589319083368849,65304.0,45.798113438686755
kentucky,Pulaski,22902,4208,27110,84.48,15.52,0.6220374482291616,64013.0,42.35077249933607
kentucky,Laurel,20592,3440,24032,85.69,14.31,0.5205212061024262,60078.0,40.0013316022504
kentucky,Pike,19747,4280,24027,82.19,17.81,0.3612589087624919,60431.0,39.759395012493584
kentucky,Scott,15052,7715,22767,66.11,33.89,1.6662662968705642,53425.0,42.61488067384183
kentucky,Franklin,11819,10717,22536,52.44,47.56,1.0149830836152731,50292.0,44.81030780243378
kentucky,Jessamine,15474,6144,21618,71.58,28.42,1.0017586429509584,52219.0,41.39872460215631
kentucky,Christian,14108,7188,21296,66.25,33.75,0.6884744951493844,71796.0,29.66181959997771
kentucky,Nelson,13431,6434,19865,67.61,32.39,0.4546361801689915,45497.0,43.66221948699914
kentucky,Shelby,13196,6276,19472,67.77,32.23,0.8344567895495327,46548.0,41.83208730772536
kentucky,Boyd,13591,6021,19612,69.3,30.7,0.7761333177951287,48121.0,40.75559527025623
kentucky,Hopkins,15277,4310,19587,78.0,22.0,0.8427482318361351,45598.0,42.955831396113865
kentucky,Henderson,12159,6707,18866,64.45,35.55,0.6107802717972209,46212.0,40.824893966934994
kentucky,Barren,13483,4275,17758,75.93,24.07,0.4651831958565125,43763.0,40.577656924799484
kentucky,Marshall,12322,3672,15994,77.04,22.96,0.7413988542017709,31280.0,51.131713554987215
kentucky,Graves,12671,3308,15979,79.3,20.7,0.5310140934010734,37217.0,42.93468038799473
kentucky,Floyd,11993,4015,16008,74.92,25.08,0.2630927324501672,36968.0,43.30231551612205
kentucky,Greenup,11546,4146,15692,73.58,26.42,0.5942020286897545,35824.0,43.80303707012059
kentucky,Clark,10710,4706,15416,69.47,30.53,0.7235157506103734,35851.0,43.00019525257315
kentucky,Calloway,10367,4749,15116,68.58,31.42,1.0060903798916518,38733.0,39.0261534092376
kentucky,Whitley,11312,2067,13379,84.55,15.45,0.4677954267760517,36108.0,37.05273069679849
kentucky,Woodford,7697,4958,12655,60.82,39.18,1.430811446491572,26118.0,48.45317405620645
kentucky,Muhlenberg,9393,3272,12665,74.17,25.83,0.4939273994384113,31150.0,40.65810593900481
kentucky,Boyle,8040,4281,12321,65.25,34.75,0.8339124391938846,29965.0,41.117970966127146
kentucky,Meade,8660,3026,11686,74.11,25.89,0.5076334431943023,27959.0,41.796916914052716
kentucky,Knox,9885,1761,11646,84.88,15.12,0.4213738239674525,31471.0,37.00549712433669
kentucky,Montgomery,7856,3158,11014,71.33,28.67,0.5772277974798159,27666.0,39.81059784573122
kentucky,Anderson,8242,2634,10876,75.78,24.22,0.8084718742883171,22191.0,49.01086025866343
kentucky,Taylor,8320,2553,10873,76.52,23.48,0.4256965944272446,25441.0,42.738099917456076
kentucky,Logan,7778,2755,10533,73.84,26.16,0.431491571287527,26678.0,39.48197016268086
kentucky,Harlan,9129,1372,10501,86.93,13.07,0.2920612443579078,26996.0,38.89835531189806
kentucky,Mercer,7740,2395,10135,76.37,23.63,0.5327073269829804,21405.0,47.34875029198785
kentucky,Grayson,8219,1959,10178,80.75,19.25,0.4504821566833251,26093.0,39.00663013068639
kentucky,Perry,8158,2136,10294,79.25,20.75,0.261126684843132,27197.0,37.84976284148987
kentucky,Ohio,7942,2080,10022,79.25,20.75,0.3821542836829008,24158.0,41.48522228661313
kentucky,Carter,7587,2276,9863,76.92,23.08,0.2959688296118687,27304.0,36.122912393788454
kentucky,Bell,7764,1720,9484,81.86,18.14,0.327153762268266,27204.0,34.86252021761506
kentucky,Johnson,8043,1250,9293,86.55,13.45,0.2820732383015161,22858.0,40.655350424359085
kentucky,Lincoln,7338,1865,9203,79.73,20.27,0.3275862068965517,24382.0,37.74505782954638
kentucky,Grant,7268,1910,9178,79.19,20.81,0.656968559361802,24910.0,36.84464070654356
kentucky,Spencer,7196,1921,9117,78.93,21.07,0.5801906340654787,18336.0,49.721858638743456
kentucky,Letcher,7293,1542,8835,82.55,17.45,0.3119429590017825,22759.0,38.81980754866207
kentucky,Rowan,5174,3295,8469,61.09,38.91,0.7800467034331992,24416.0,34.68627129750983
kentucky,Bourbon,5569,2791,8360,66.61,33.39,0.6891870725212761,20130.0,41.53005464480874
kentucky,Breckinridge,6484,1960,8444,76.79,23.21,0.438290666401036,19982.0,42.258032229006105
kentucky,Adair,6637,1323,7960,83.38,16.62,0.3879145495273999,19259.0,41.33132561399865
kentucky,Russell,6863,1093,7956,86.26,13.74,0.3076246978686003,17769.0,44.77460746243458
kentucky,Marion,5122,2679,7801,65.66,34.34,0.2720644248558059,19135.0,40.768225764306244
kentucky,Allen,6466,1349,7815,82.74,17.26,0.5119162732495307,20721.0,37.715361227739976
kentucky,Wayne,6371,1431,7802,81.66,18.34,0.2935625917383099,20728.0,37.63990737167117
kentucky,Harrison,5435,2031,7466,72.8,27.2,0.603677447939743,18569.0,40.206796273358826
kentucky,Garrard,5904,1453,7357,80.25,19.75,0.7044041121969794,17382.0,42.325394085835924
kentucky,Simpson,5077,2144,7221,70.31,29.69,0.462160600808781,17992.0,40.1345042240996
kentucky,Hart,5320,1730,7050,75.46,24.54,0.3694788109500084,18541.0,38.023839059381906
kentucky,Mason,4944,1970,6914,71.51,28.49,0.5166716731751276,17167.0,40.27494611755111
kentucky,Henry,4944,1828,6772,73.01,26.99,0.4863323830286768,15834.0,42.76872552734622
kentucky,Clay,5861,752,6613,88.63,11.37,0.3126724296487033,20626.0,32.061475807233585
kentucky,Trigg,4931,1587,6518,75.65,24.35,0.7977335420860359,14302.0,45.57404558802964
kentucky,Rockcastle,5609,915,6524,85.97,14.03,0.3985800585414461,16872.0,38.667614983404455
kentucky,Casey,5482,767,6249,87.73,12.27,0.2330398757120662,15775.0,39.61331220285261
kentucky,Fleming,4722,1348,6070,77.79,22.21,0.4017122160026342,14481.0,41.91699468268766
kentucky,Union,4701,1331,6032,77.93,22.07,0.3366751458925632,14765.0,40.85336945479174
kentucky,Lawrence,4816,1045,5861,82.17,17.83,0.3186968838526912,15839.0,37.0035987120399
kentucky,Pendleton,4604,1164,5768,79.82,20.18,0.3999703725649952,14595.0,39.52038369304557
kentucky,Caldwell,4507,1260,5767,78.15,21.85,0.4835669207442012,12634.0,45.64666772201995
kentucky,Webster,4397,1240,5637,78.0,22.0,0.4648886713971127,13181.0,42.76610272361733
kentucky,McCreary,5012,664,5676,88.3,11.7,0.1690736174709404,17548.0,32.34556644631867
kentucky,Knott,4357,1245,5602,77.78,22.22,0.2516846634732483,15492.0,36.16059901884844
kentucky,Breathitt,3991,1537,5528,72.2,27.8,0.1899007337073802,13177.0,41.95188586172877
kentucky,Washington,4013,1420,5433,73.86,26.14,0.3660449712393237,12109.0,44.86745395986456
kentucky,Butler,4428,947,5375,82.38,17.62,0.4471181204780099,12686.0,42.369541226548954
kentucky,Estill,4236,1108,5344,79.27,20.73,0.3473478544033577,14315.0,37.33147048550472
kentucky,Jackson,4889,482,5371,91.03,8.97,0.2884540422546191,13364.0,40.19006285543251
kentucky,Green,4372,832,5204,84.01,15.99,0.36144578313253,10969.0,47.44279332664782
kentucky,Lewis,4363,785,5148,84.75,15.25,0.2175940317065589,13516.0,38.08819177271382
kentucky,Edmonson,4135,979,5114,80.86,19.14,0.3917001905568495,12076.0,42.348459754885724
kentucky,Magoffin,3824,1172,4996,76.54,23.46,0.1497137824746807,12668.0,39.437953899589516
kentucky,Owen,3745,1062,4807,77.91,22.09,0.4209013448311262,10668.0,45.05999250093738
kentucky,Monroe,4278,601,4879,87.68,12.32,0.204753850262619,10539.0,46.294714868583355
kentucky,Powell,3513,1272,4785,73.42,26.58,0.3985684073531804,12266.0,39.01027229740747
kentucky,Todd,3612,1042,4654,77.61,22.39,0.4383039542639352,12357.0,37.66286315448733
kentucky,Morgan,3628,1006,4634,78.29,21.71,0.2173367884309955,13260.0,34.947209653092
kentucky,Livingston,3570,887,4457,80.1,19.9,0.4732178815948448,9198.0,48.456186127419
kentucky,Metcalfe,3491,976,4467,78.15,21.85,0.3012323140118667,10020.0,44.5808383233533
kentucky,Bath,3082,1361,4443,69.37,30.63,0.3528581510232886,12246.0,36.281234688878
kentucky,McLean,3381,988,4369,77.39,22.61,0.233485747640821,9337.0,46.792331584020566
kentucky,Leslie,4015,400,4415,90.94,9.06,0.2024906348081401,10431.0,42.3257597545777
kentucky,Clinton,3809,547,4356,87.44,12.56,0.1395149173642412,10200.0,42.705882352941174
kentucky,Hancock,2788,1244,4032,69.15,30.85,0.5300000000000001,8723.0,46.222629829187206
kentucky,Ballard,3161,816,3977,79.48,20.52,0.5055043810379691,8046.0,49.428287347750434
kentucky,Crittenden,3290,617,3907,84.21,15.79,0.5333002604489645,9131.0,42.788303581206875
kentucky,Lyon,2789,1045,3834,72.74,27.26,0.9096496619545176,8238.0,46.54042243262928
kentucky,Martin,3503,363,3866,90.61,9.39,0.3207964601769911,11945.0,32.36500627877773
kentucky,Carroll,2588,1106,3694,70.06,29.94,0.3775411423039691,10614.0,34.803090258149616
kentucky,Trimble,2771,879,3650,75.92,24.08,0.4538005798562965,8596.0,42.4616100511866
kentucky,Bracken,2711,705,3416,79.36,20.64,0.4099244875943905,8368.0,40.82217973231357
kentucky,Gallatin,2443,749,3192,76.54,23.46,0.5408003845691624,8719.0,36.60970294758573
kentucky,Cumberland,2502,459,2961,84.5,15.5,0.1929928741092637,6731.0,43.99049175456842
kentucky,Elliott,2000,740,2740,72.99,27.01,0.2956150435211036,7491.0,36.57722600453878
kentucky,Nicholas,1957,787,2744,71.32,28.68,0.4896710022953329,7083.0,38.74064661866441
kentucky,Menifee,2010,700,2710,74.17,25.83,0.2834974634437481,6449.0,42.022018917661654
kentucky,Lee,2151,444,2595,82.89,17.11,0.3036744609778318,6604.0,39.29436705027256
kentucky,Wolfe,1804,753,2557,70.55,29.45,0.2926013654730389,7189.0,35.56822923911532
kentucky,Carlisle,2094,432,2526,82.9,17.1,0.4508265152780096,4783.0,52.812042651055826
kentucky,Fulton,1549,774,2323,66.68,33.32,0.4426345609065156,6185.0,37.55860953920776
kentucky,Hickman,1657,449,2106,78.68,21.32,0.3363982955819691,4607.0,45.713045365747774
kentucky,Owsley,1474,256,1730,85.2,14.8,0.1965923984272608,4472.0,38.685152057245084
kentucky,Robertson,759,222,981,77.37,22.63,0.2421307506053268,2125.0,46.16470588235294
maryland,Montgomery,357837,92704,450541,79.42,20.58,3.5244738061566103,1038846.0,43.36937332386128
maryland,Baltimore,218412,149477,367889,59.37,40.63,1.6745695198274784,828682.0,44.39447218595311
maryland,Baltimore,218412,149477,367889,59.37,40.63,1.950577211623848,828682.0,44.39447218595311
maryland,Prince George's,344049,32811,376860,91.29,8.71,1.4160066551267327,908501.0,41.481517356612706
maryland,Anne Arundel,128419,122403,250822,51.2,48.8,1.8627687148900087,567254.0,44.21687639047058
maryland,Howard,102597,47484,150081,68.36,31.64,3.1020060099082274,315416.0,47.58192355492429
maryland,Harford,47077,77860,124937,37.68,62.32,1.2798763477342985,250370.0,49.90094659903343
maryland,Frederick,56522,59522,116044,48.71,51.29,1.956539020888766,246999.0,46.9815667269908
maryland,Carroll,26567,58215,84782,31.34,68.66,1.4059284357980193,167100.0,50.73728306403351
maryland,Charles,49341,25614,74955,65.83,34.17,1.4706515653933938,157292.0,47.653408946418125
maryland,Washington,21129,40998,62127,34.01,65.99,1.0420036436075122,149602.0,41.52818812582719
maryland,St. Mary's,17534,28663,46197,37.95,62.05,1.5042186448573944,111750.0,41.339597315436244
maryland,Calvert,18225,26176,44401,41.05,58.95,1.7820051530594874,91052.0,48.76444229670957
maryland,Cecil,13650,28868,42518,32.1,67.9,1.0374625185035236,102487.0,41.48623727887439
maryland,Wicomico,18050,22198,40248,44.85,55.15,1.0842673083942838,102041.0,39.4429690026558
maryland,Allegany,7875,21270,29145,27.02,72.98,0.5288173332191488,72053.0,40.44939142020457
maryland,Worcester,9753,17210,26963,36.17,63.83,1.1552978958563596,51475.0,52.38076736279748
maryland,Queen Anne's,7973,16993,24966,31.94,68.06,1.5464581811933502,49063.0,50.88559607035852
maryland,Talbot,8653,10724,19377,44.66,55.34,2.0628180805251906,37135.0,52.17988420627441
maryland,Dorchester,6245,8413,14658,42.6,57.4,0.9099214324867534,32276.0,45.41454951047218
maryland,Caroline,4009,9368,13377,29.97,70.03,0.8357180020811655,32840.0,40.73386114494519
maryland,Garrett,2567,10776,13343,19.24,80.76,0.4386628346694902,29358.0,45.44928128619116
maryland,Kent,4575,4876,9451,48.41,51.59,1.6950053134962808,19666.0,48.0575612732635
maryland,Somerset,4196,5341,9537,44.0,56.0,0.5398188994659856,25839.0,36.90932311621967
michigan,Wayne,228993,519444,748437,30.6,69.4,0.7086990190024539,1760612.0,42.510047642524306
michigan,Oakland,289203,343070,632273,45.74,54.26,1.1642390631513788,1251027.0,50.5403160763117
michigan,Macomb,224665,176317,400982,56.03,43.97,0.568651696897619,868534.0,46.16768025201086
michigan,Kent,148180,138683,286863,51.66,48.34,1.1087293676663574,643858.0,44.55376806687189
michigan,Genesee,84175,102751,186926,45.03,54.97,0.50957052881227,408926.0,45.71144901522525
michigan,Washtenaw,50631,128483,179114,28.27,71.73,2.6848537217627455,366135.0,48.920207027462546
michigan,Ottawa,88467,44973,133440,66.3,33.7,1.0303625788453274,283712.0,47.033611549740584
